005              "005"
metlclsh          "Metal Clash"
metlfrzr          "Metal Freezer"
metlhawk          "Metal Hawk"
metlhawkj         "Metal Hawk"
metlsavr          "Metal Saver"
metmqstr          "Metamoqester"
metrocrs          "Metro-Cross"
metrocrsa         "Metro-Cross"
mexico            "Mexico 86"
mexico86          "Mexico 86"
mexico86a         "Mexico 86"
mf_achas          "Astro Chase"
mf_bdash          "Boulder Dash"
mf_brist          "Bristles"
mf_flip           "Flip & Flop"
mfightc           "Mahjong Fight Club"
mfightcc          "Mahjong Fight Club"
mfish_11          "Multi Fish"
mfish_12          "Multi Fish"
mfish_12a         "Multi Fish"
mfish_13          "Multi Fish"
mfish_3           "Multi Fish"
mfish_3a          "Multi Fish"
mfish_6           "Multi Fish"
mfish_8           "Multi Fish"
mfjump            "Monster Farm Jump"
mfunclub          "Mahjong Fun Club - Idol Saizensen"
mg_alad           "Aladdin's Cave"
mg_bb             "Big Break"
mg_ewg            "Each Way Gambler"
mg_gbr            "Guinness Book Of Records"
mg_jv             "Jack & Vera"
mg_kf             "Krypton Factor"
mg_lug            "London Underground"
mg_pbw            "Pinball Wizard"
mg_risk           "Risk"
mg_scl            "Super Clue"
mgakuen           "Mahjong Gakuen"
mgakuen2          "Mahjong Gakuen 2 Gakuen-chou no Fukushuu"
mgames            "Match Games"
mgarden           "Magic Garden"
mgavegas          "Vegas 1"
mgavegas133       "Vegas 1"
mgavegas21        "Vegas 1"
mgcldate          "Magical Date / Magical Date - Dokidoki Kokuhaku Daisakusen"
mgcldtex          "Magical Date EX / Magical Date - Sotsugyou Kokuhaku Daisakusen"
mgcrystl          "Magical Crystals"
mgcrystlj         "Magical Crystals"
mgcrystlo         "Magical Crystals"
mgcs              "Mahjong Man Guan Caishen"
mgdh              "Mahjong Man Guan Daheng"
mgdha             "Mahjong Man Guan Daheng"
mgfx              "Man Guan Fu Xing"
mgion             "Gionbana [BET]"
mgmen89           "Mahjong G-MEN'89"
mgnumber          "Magic Number"
mgolf             "Mini Golf"
mgprem11          "Magic Premium"
mhavoc            "Major Havoc"
mhavoc2           "Major Havoc"
mhavocp           "Major Havoc"
mhavocrv          "Major Havoc - Return to Vax"
mhgaiden          "Mahjong Hourouki Gaiden"
mhhonban          "Mahjong Housoukyoku Honbanchuu"
mia               "M.I.A. - Missing in Action"
mia2              "M.I.A. - Missing in Action"
miaction          "Missing In Action"
miaj              "M.I.A. - Missing in Action"
michigan          "Michigan"
michkit1          "Michigan Bingo Kit 1 Generation"
michkitb          "Michigan Kit Bingo Stake 6/10"
michnew           "Michigan Bingo New"
michstake         "Michigan Bingo Stake 6/10"
micrombc          "Microman Battle Charge"
midearth          "Middle Earth"
mideartha         "Middle Earth"
midnrun           "Midnight Run: Road Fighter 2"
midnruna          "Midnight Run: Road Fighter 2"
midnruna2         "Midnight Run: Road Fighter 2"
midnrunj          "Midnight Run: Road Fighter 2"
midres            "Midnight Resistance"
midresb           "Midnight Resistance"
midresbj          "Midnight Resistance"
midresj           "Midnight Resistance"
midresu           "Midnight Resistance"
miexchng          "Money Puzzle Exchanger / Money Idol Exchanger"
mightguy          "Mighty Guy"
mikie             "Mikie"
mikiehs           "Mikie"
mikiej            "Shinnyuushain Tooru-kun"
mikiek            "Shin-ip Sawon - Seok Dol-i"
mil4000           "Millennium Nuovo 4000"
mil4000a          "Millennium Nuovo 4000"
mil4000b          "Millennium Nuovo 4000"
mil4000c          "Millennium Nuovo 4000"
milkin            "Milkin' It"
millipdd          "Millipede Dux"
milliped          "Millipede"
milln_l3          "Millionaire"
millpac           "Millpac"
millsun           "Millennium Sun"
mimonkey          "Mighty Monkey"
mimonkeyug        "Mighty Monkey"
mimonsco          "Mighty Monkey"
mimonscr          "Mighty Monkey"
mimonscra         "Mighty Monkey"
minasan           "Minasan no Okagesamadesu! Dai Sugoroku Taikai"
minefld           "Minefield"
minefldfe         "Minefield"
minemine          "Mine, Mine, Mine"
minemineu         "Mine, Mine, Mine"
minemineua        "Mine, Mine, Mine"
mineswpr          "Minesweeper"
mineswpr4         "Minesweeper"
minferno          "Inferno"
miniboy7          "Mini-Boy 7"
miniboy7a         "Mini-Boy 7"
minigolf          "Mini Golf"
minigolf2         "Mini Golf"
miniguay          "Mini Guay VD"
minimony          "Mini Money"
minimonya         "Mini Money"
minimonyb         "Mini Money"
minisupf          "Mini Super Fruits"
minivadr          "Mini Vaders"
mirage            "Mirage Youjuu Mahjongden"
mirax             "Mirax"
miraxa            "Mirax"
mirco21           "21"
mirderby          "Miracle Derby - Ascot"
mirninja          "Mirai Ninja"
mirninjaa         "Mirai Ninja"
mirworld          "Mirage World"
misdraw           "Michigan Super Draw"
misncrft          "Mission Craft"
misncrfta         "Mission Craft"
missamer          "Miss Americana"
missb2            "Miss Bubble II"
missile           "Missile Command"
missile1          "Missile Command"
missile2          "Missile Command"
missilea          "Missile Attack"
missilem          "Missile Command Multigame"
missilex          "Missile-X [TTL]"
missmw96          "Miss Mister World '96"
missw02           "Miss World 2002"
missw96           "Miss World '96"
missw96a          "Miss World '96"
missw96b          "Miss World '96"
missw96c          "Miss World '96"
mizubaku          "Mizubaku Daibouken"
mj1               "Sega Yonin Uchi Mahjong MJ"
mj2               "Sega Network Taisen Mahjong MJ 2"
mj2c              "Sega Network Taisen Mahjong MJ 2"
mj2f              "Sega Network Taisen Mahjong MJ 2"
mj3               "Sega Network Taisen Mahjong MJ 3"
mj3c              "Sega Network Taisen Mahjong MJ 3"
mj3d              "Sega Network Taisen Mahjong MJ 3"
mj3evo            "Sega Network Taisen Mahjong MJ 3 Evolution"
mj3evoa           "Sega Network Taisen Mahjong MJ 3 Evolution"
mj3evoup          "Sega Network Taisen Mahjong MJ 3 Evolution Firmware Update"
mj4simai          "Wakakusamonogatari Mahjong Yonshimai"
mj_130            "Michael Jordan"
mjanbari          "Medal Mahjong Janjan Baribari [BET]"
mjangels          "Mahjong Angels - Comic Theater Vol.2"
mjapinky          "Almond Pinky [BET]"
mjcamera          "Mahjong Camera Kozou"
mjcamerb          "Mahjong Camera Kozou"
mjchuuka          "Maque Zhonghua Ernu [BET]"
mjclinic          "Mahjong Clinic"
mjclinica         "Mahjong Clinic"
mjclub            "Mahjong Club [BET]"
mjcomv1           "Mahjong Comic Gekijou Vol.1"
mjdchuka          "Maque Da Zhonghua Quan [BET]"
mjdejav2          "Mahjong Shinkirou Deja Vu 2"
mjdejavu          "Mahjong Shinkirou Deja Vu"
mjderngr          "Mahjong Derringer"
mjdialq2          "Mahjong Dial Q2"
mjdialq2a         "Mahjong Dial Q2"
mjdiplob          "Mahjong Diplomat [BET]"
mjegolf           "Mahjong Erotica Golf"
mjelct3           "Mahjong Electron Base"
mjelct3a          "Mahjong Electron Base"
mjelctrb          "Mahjong Electron Base"
mjelctrn          "Mahjong Electron Base"
mjembase          "Mahjong Electromagnetic Base"
mjflove           "Mahjong Fantasic Love"
mjfocus           "Mahjong Focus"
mjfocusm          "Mahjong Focus [BET]"
mjfriday          "Mahjong Friday"
mjgaiden          "Mahjong Gaiden [BET]"
mjgalpri          "Mahjong Gal-pri - World Gal-con Grandprix"
mjgnight          "Mahjong Gorgeous Night [BET]"
mjgottsu          "Mahjong Gottsu ee-kanji"
mjgottub          "Medal Mahjong Gottsu ee-kanji [BET]"
mjgtaste          "Mahjong G-Taste"
mjhokite          "Mahjong Hourouki Okite"
mjifb             "Mahjong If...? [BET]"
mjifb2            "Mahjong If...? [BET]"
mjifb3            "Mahjong If...? [BET]"
mjikaga           "Mahjong Ikaga Desu ka"
mjjoship          "Mahjong Joshi Pro-wres -Give up 5 byou mae-"
mjkinjas          "Mahjong Kinjirareta Asobi"
mjkjidai          "Mahjong Kyou Jidai"
mjkoiura          "Mahjong Koi Uranai"
mjkojink          "Mahjong Kojinkyouju"
mjlaman           "Mahjong La Man"
mjleague          "Major League"
mjlstory          "Mahjong Jikken Love Story"
mjmaglmp          "Mahjong Magic Lamp"
mjmania           "Mahjong Mania - Kairakukan e Youkoso"
mjmyorn2          "Mahjong The Mysterious Orient Part 2 ~ Exotic Dream ~ [BET]"
mjmyornt          "Mahjong The Mysterious Orient [BET]"
mjmyster          "Mahjong The Mysterious World [BET]"
mjmyuniv          "Mahjong The Mysterious Universe [BET]"
mjmywrld          "Mahjong The Mysterious World [BET]"
mjnanpaa          "Mahjong Nanpa Story"
mjnanpas          "Mahjong Nanpa Story"
mjnanpau          "Mahjong Nanpa Story"
mjnatsu           "Mahjong Natsu Monogatari"
mjnquest          "Mahjong Quest"
mjnquestb         "Mahjong Quest"
mjprivat          "Mahjong Private"
mjreach           "Mahjong Reach"
mjreach1          "Mahjong Reach Ippatsu [BET]"
mjschuka          "Mahjong Super Dai Chuuka Ken [BET]"
mjsenka           "Mahjong Senka"
mjsenpu           "Mahjong Senpu"
mjsikakb          "Mahjong Shikaku"
mjsikakc          "Mahjong Shikaku"
mjsikakd          "Mahjong Shikaku"
mjsikaku          "Mahjong Shikaku"
mjsister          "Mahjong Sisters"
mjsiyoub          "Mahjong Shiyou"
mjtensin          "Mahjong Tensinhai"
mjuraden          "Mahjong Uranai Densetsu"
mjvegas           "Mahjong Vegas"
mjvegasa          "Mahjong Vegas"
mjyarou           "Mahjong Yarou [BET]"
mjyarou2          "Mahjong Yarou [BET]"
mjyougo           "Mahjong-yougo no Kisotairyoku"
mjyuugi           "Mahjong Yuugi"
mjyuugia          "Mahjong Yuugi"
mjzoomin          "Mahjong Channel Zoom In"
mk                "Mortal Kombat"
mk2               "Mortal Kombat II"
mk2chal           "Mortal Kombat II Challenger"
mk2r11            "Mortal Kombat II"
mk2r14            "Mortal Kombat II"
mk2r20            "Mortal Kombat II"
mk2r21            "Mortal Kombat II"
mk2r30            "Mortal Kombat II"
mk2r31e           "Mortal Kombat II"
mk2r32e           "Mortal Kombat II"
mk2r42            "Mortal Kombat II"
mk2r91            "Mortal Kombat II"
mk3               "Mortal Kombat 3"
mk3mdb            "Mortal Kombat 3"
mk3p40            "Mortal Kombat 3"
mk3r10            "Mortal Kombat 3"
mk3r20            "Mortal Kombat 3"
mk3snes           "Mortal Kombat 3"
mk4               "Mortal Kombat 4"
mk4a              "Mortal Kombat 4"
mk4b              "Mortal Kombat 4"
mkartag2          "Mario Kart Arcade GP 2"
mkartag2a         "Mario Kart Arcade GP 2"
mkartagp          "Mario Kart Arcade GP"
mkartagpc         "Mario Kart Arcade GP"
mkeibaou          "Mahjong Keibaou"
mkla1             "Mortal Kombat"
mkla2             "Mortal Kombat"
mkla3             "Mortal Kombat"
mkla4             "Mortal Kombat"
mknifty           "Mortal Kombat"
mknifty666        "Mortal Kombat"
mkoiuraa          "Mahjong Koi Uranai"
mkprot4           "Mortal Kombat"
mkprot8           "Mortal Kombat"
mkprot9           "Mortal Kombat"
mkr4              "Mortal Kombat"
mkrep             "Mortal Kombat"
mktturbo          "Mortal Kombat"
mkyawdim          "Mortal Kombat"
mkyawdim2         "Mortal Kombat"
mkyawdim3         "Mortal Kombat"
mkyawdim4         "Mortal Kombat"
mkyturbo          "Mortal Kombat"
mkyturboe         "Mortal Kombat"
mladyhtr          "Mahjong The Lady Hunter"
mlander           "Moon Lander"
mlanding          "Midnight Landing"
mlandingj         "Midnight Landing"
mltiwars          "Multi Wars"
mm_05             "Medieval Madness"
mm_10             "Medieval Madness"
mm_109            "Medieval Madness"
mm_109b           "Medieval Madness"
mm_109c           "Medieval Madness"
mm_10u            "Medieval Madness"
mmagic            "Monkey Magic"
mmaiko            "Maikobana [BET]"
mmancp2u          "Mega Man: The Power Battle"
mmancp2ur1        "Mega Man: The Power Battle"
mmancp2ur2        "Mega Man: The Power Battle"
mmaruchan         "Chibi Maruko-chan ~Minna de Sugoroku Asobi~ no Maki"
mmatrix           "Mars Matrix: Hyper Solid Shooting"
mmatrixa          "Mars Matrix: Hyper Solid Shooting"
mmatrixd          "Mars Matrix: Hyper Solid Shooting"
mmatrixj          "Mars Matrix: Hyper Solid Shooting"
mmaulers          "Monster Maulers"
mmaze             "Marchen Maze"
mmaze2            "Marchen Maze"
mmcamera          "Mahjong Camera Kozou [BET]"
mmehyou           "Medal Mahjong Circuit no Mehyou [BET]"
mmm_ldip          "Lucky Dip"
mmmaster          "Master"
mmmbanc           "Medal Mahjong Moukari Bancho"
mmonkey           "Minky Monkey"
mmonkeyj          "Minky Monkey"
mmpanic           "Monkey Mole Panic"
mmpork            "Muchi Muchi Pork!"
mmsikaku          "Mahjong Shikaku [BET]"
mnchmobl          "Munch Mobile"
mnfb_c27          "Monday Night Football"
mnfb_c29          "Monday Night Football"
mnight            "Mutant Night"
mnightj           "Mutant Night"
mntecrlo          "Monte Carlo"
mntecrlo2         "Monte Carlo"
mntecrloa         "Monte Carlo"
mntecrlof         "Monte Carlo"
mntecrlog         "Monte Carlo"
mnumber           "Mystery Number"
mnumitg           "Magic Number"
mnytree           "Money Tree"
mocapb            "Mocap Boxing"
mocapbj           "Mocap Boxing"
mocapglf          "Mocap Golf"
moegonta          "Moeyo Gonta!!"
moeru             "Moeru Casinyo"
mofflott          "Maze of Flott"
mogitate          "Mahjong Mogitate"
moguchan          "Mogu Chan"
mogura            "Mogura Desse"
mohicans          "Mohican Sun"
mok               "The Maze of the Kings"
mole              "Mole Attack"
momoko            "Momoko 120%"
momokob           "Momoko 120%"
momokoe           "Momoko 120%"
momotaro          "Mahjong Momotarou [BET]"
monacogp          "Monaco GP [TTL]"
monacogpa         "Monaco GP [TTL]"
moneybnk          "Money In The Bank"
moneymac          "Money Machine"
moneymacd1        "Money Machine"
moneymacd2        "Money Machine"
moneymacv1        "Money Machine"
moneymacv2        "Money Machine"
mongolnw          "Mongolfier New"
monkelf           "Monky Elf"
monkeyba          "Monkey Ball"
monkeyd           "Monkey Donkey"
monmouse          "Money Mouse"
monmousea         "Money Mouse"
mononew           "Monopoly"
monop233          "Monopoly"
